ACADEMIC YEAR,SEM,COURSE,ID NUMBER
2018,2,AB POLSCI,130253
2018,2,AB POLSCI,120168
2018,2,AB POLSCI,157749
2018,2,AB POLSCI,130018
2018,2,AB POLSCI,152613
2018,2,AB POLSCI,157790
2018,2,AB POLSCI,152538
2018,2,ACT,188208
2018,2,ACT,185210
2018,2,BEED,189503
2018,2,BEED,160116
2018,2,BEED,180952
2018,2,BEED,187069
2018,2,BEED,187307
2018,2,BEED,188869
2018,2,BEED,185874
2018,2,BEED,184233
2018,2,BEED,189546
2018,2,BEED,182717
2018,2,BEED,180656
2018,2,BEED,186934
2018,2,BEED,186039
2018,2,BEED,182605
2018,2,BEED,181398
2018,2,BEED,187647
2018,2,BEED,182307
2018,2,BEED,183762
2018,2,BEED,176658
2018,2,BEED,180823
2018,2,BEED,181682
2018,2,BEED,182884
2018,2,BEED,184977
2018,2,BEED,188325
2018,2,BEED,189312
2018,2,BEED,183260
2018,2,BEED,187697
2018,2,BEED,188511
2018,2,BEED,184960
2018,2,BEED,182766
2018,2,BEED,185300
2018,2,BEED,184278
2018,2,BEED,185961
2018,2,BEED,188527
2018,2,BEED,185919
2018,2,BEED,182318
2018,2,BEED,130210
2018,2,BEED,152008
2018,2,BEED,110503
2018,2,BEED,148710
2018,2,BEED,152444
2018,2,BEED,148632
2018,2,BEED,158952
2018,2,BEED,155811
2018,2,BEED,160461
2018,2,BEED,159695
2018,2,BEED,152504
2018,2,BEED,156563
2018,2,BEED,159338
2018,2,BEED,158149
2018,2,BEED,142584
2018,2,BEED,179371
2018,2,BEED,152490
2018,2,BEED,90039
2018,2,BEED,153924
2018,2,BEED,130343
2018,2,BEED,145976
2018,2,BEED,162800
2018,2,BEED,159020
2018,2,BS CRIM,189813
2018,2,BS CRIM,186271
2018,2,BS CRIM,174716
2018,2,BS CRIM,187378
2018,2,BS CRIM,186327
2018,2,BS CRIM,188392
2018,2,BS CRIM,188246
2018,2,BS CRIM,180290
2018,2,BS CRIM,187801
2018,2,BS CRIM,183327
2018,2,BS CRIM,181389
2018,2,BS CRIM,184225
2018,2,BS CRIM,183089
2018,2,BS CRIM,183146
2018,2,BS CRIM,184778
2018,2,BS CRIM,185845
2018,2,BS CRIM,181116
2018,2,BS CRIM,184859
2018,2,BS CRIM,188213
2018,2,BS CRIM,183630
2018,2,BS CRIM,188240
2018,2,BS CRIM,183796
2018,2,BS CRIM,187906
2018,2,BS CRIM,183689
2018,2,BS CRIM,188675
2018,2,BS CRIM,186679
2018,2,BS CRIM,188147
2018,2,BS CRIM,183173
2018,2,BS CRIM,181209
2018,2,BS CRIM,181757
2018,2,BS CRIM,186555
2018,2,BS CRIM,182513
2018,2,BS CRIM,187464
2018,2,BS CRIM,183188
2018,2,BS CRIM,189969
2018,2,BS CRIM,184058
2018,2,BS CRIM,184208
2018,2,BS CRIM,188560
2018,2,BS CRIM,182225
2018,2,BS CRIM,183124
2018,2,BS CRIM,180994
2018,2,BS CRIM,182251
2018,2,BS CRIM,188586
2018,2,BS CRIM,184519
2018,2,BS CRIM,182317
2018,2,BS CRIM,181421
2018,2,BS CRIM,182920
2018,2,BS CRIM,181292
2018,2,BS CRIM,184393
2018,2,BS CRIM,180235
2018,2,BS CRIM,181151
2018,2,BS CRIM,185082
2018,2,BS CRIM,183527
2018,2,BS CRIM,183798
2018,2,BS CRIM,186489
2018,2,BS CRIM,189687
2018,2,BS CRIM,159863
2018,2,BS CRIM,187789
2018,2,BS CRIM,189945
2018,2,BS CRIM,182997
2018,2,BS CRIM,185864
2018,2,BS CRIM,183510
2018,2,BS CRIM,184929
2018,2,BS CRIM,181858
2018,2,BS CRIM,183669
2018,2,BS CRIM,186649
2018,2,BS CRIM,182623
2018,2,BS CRIM,182381
2018,2,BS CRIM,187460
2018,2,BS CRIM,181761
2018,2,BS CRIM,187118
2018,2,BS CRIM,186625
2018,2,BS CRIM,187217
2018,2,BS CRIM,187778
2018,2,BS CRIM,188894
2018,2,BS CRIM,189696
2018,2,BS CRIM,180932
2018,2,BS CRIM,181329
2018,2,BS CRIM,188192
2018,2,BS CRIM,168337
2018,2,BS CRIM,188935
2018,2,BS CRIM,182041
2018,2,BS CRIM,151855
2018,2,BS CRIM,181760
2018,2,BS CRIM,186148
2018,2,BS CRIM,182123
2018,2,BS CRIM,186261
2018,2,BS CRIM,180901
2018,2,BS CRIM,185696
2018,2,BS CRIM,181052
2018,2,BS CRIM,187332
2018,2,BS CRIM,183619
2018,2,BS CRIM,187814
2018,2,BS CRIM,182625
2018,2,BS CRIM,182936
2018,2,BS CRIM,188952
2018,2,BS CRIM,186320
2018,2,BS CRIM,180135
2018,2,BS CRIM,188306
2018,2,BS CRIM,186241
2018,2,BS CRIM,184088
2018,2,BS CRIM,187649
2018,2,BS CRIM,184552
2018,2,BS CRIM,185639
2018,2,BS CRIM,189974
2018,2,BS CRIM,185347
2018,2,BS CRIM,188008
2018,2,BS CRIM,189441
2018,2,BS CRIM,186705
2018,2,BS CRIM,189087
2018,2,BS CRIM,189536
2018,2,BS CRIM,185126
2018,2,BS CRIM,187151
2018,2,BS CRIM,181559
2018,2,BS CRIM,180347
2018,2,BS CRIM,183085
2018,2,BS CRIM,188593
2018,2,BS CRIM,186961
2018,2,BS CRIM,185578
2018,2,BS CRIM,189611
2018,2,BS CRIM,181868
2018,2,BS CRIM,187055
2018,2,BS CRIM,189674
2018,2,BS CRIM,181874
2018,2,BS CRIM,189551
2018,2,BS CRIM,185372
2018,2,BS CRIM,181773
2018,2,BS CRIM,150368
2018,2,BS CRIM,180899
2018,2,BS CRIM,188374
2018,2,BS CRIM,186326
2018,2,BS CRIM,183453
2018,2,BS CRIM,183746
2018,2,BS CRIM,188466
2018,2,BS CRIM,188203
2018,2,BS CRIM,189249
2018,2,BS CRIM,185007
2018,2,BS CRIM,185404
2018,2,BS CRIM,181063
2018,2,BS CRIM,189423
2018,2,BS CRIM,186741
2018,2,BS CRIM,181641
2018,2,BS CRIM,181825
2018,2,BS CRIM,180852
2018,2,BS CRIM,188644
2018,2,BS CRIM,189660
2018,2,BS CRIM,188793
2018,2,BS CRIM,180312
2018,2,BS CRIM,186177
2018,2,BS CRIM,183230
2018,2,BS CRIM,187405
2018,2,BS CRIM,189107
2018,2,BS CRIM,181500
2018,2,BS CRIM,180741
2018,2,BS CRIM,182571
2018,2,BS CRIM,189638
2018,2,BS CRIM,183447
2018,2,BS CRIM,185474
2018,2,BS CRIM,183032
2018,2,BS CRIM,189298
2018,2,BS CRIM,180431
2018,2,BS CRIM,186874
2018,2,BS CRIM,182298
2018,2,BS CRIM,184137
2018,2,BS CRIM,186615
2018,2,BS CRIM,188123
2018,2,BS CRIM,186153
2018,2,BS CRIM,180984
2018,2,BS CRIM,188012
2018,2,BS CRIM,185391
2018,2,BS CRIM,189864
2018,2,BS CRIM,180606
2018,2,BS CRIM,189150
2018,2,BS CRIM,188237
2018,2,BS CRIM,168030
2018,2,BS CRIM,188133
2018,2,BS CRIM,188723
2018,2,BS CRIM,184085
2018,2,BS CRIM,189787
2018,2,BS CRIM,180513
2018,2,BS CRIM,184528
2018,2,BS CRIM,181383
2018,2,BS CRIM,188114
2018,2,BS CRIM,180647
2018,2,BS CRIM,183565
2018,2,BS CRIM,188574
2018,2,BS CRIM,184982
2018,2,BS CRIM,189437
2018,2,BS CRIM,146299
2018,2,BS CRIM,185413
2018,2,BS CRIM,184132
2018,2,BS CRIM,181064
2018,2,BS CRIM,189237
2018,2,BS CRIM,185738
2018,2,BS CRIM,188416
2018,2,BS CRIM,185197
2018,2,BS CRIM,188379
2018,2,BS CRIM,188659
2018,2,BS CRIM,182692
2018,2,BS CRIM,186954
2018,2,BS CRIM,179551
2018,2,BS CRIM,184099
2018,2,BS CRIM,186448
2018,2,BS CRIM,186826
2018,2,BS CRIM,182844
2018,2,BS CRIM,186286
2018,2,BS CRIM,189941
2018,2,BS CRIM,188633
2018,2,BS CRIM,188547
2018,2,BS CRIM,188201
2018,2,BS CRIM,180354
2018,2,BS CRIM,188596
2018,2,BS CRIM,182813
2018,2,BS CRIM,163880
2018,2,BS CRIM,187728
2018,2,BS CRIM,189303
2018,2,BS CRIM,187117
2018,2,BS CRIM,188227
2018,2,BS CRIM,186285
2018,2,BS CRIM,169481
2018,2,BS CRIM,182346
2018,2,BS CRIM,187479
2018,2,BS CRIM,181291
2018,2,BS CRIM,186099
2018,2,BS CRIM,180775
2018,2,BS CRIM,185162
2018,2,BS CRIM,185380
2018,2,BS CRIM,185097
2018,2,BS CRIM,185277
2018,2,BS CRIM,189220
2018,2,BS CRIM,182882
2018,2,BS CRIM,187564
2018,2,BS CRIM,184785
2018,2,BS CRIM,183588
2018,2,BS CRIM,186611
2018,2,BS CRIM,182719
2018,2,BS CRIM,182858
2018,2,BS CRIM,188823
2018,2,BS CRIM,184440
2018,2,BS CRIM,185598
2018,2,BS CRIM,188345
2018,2,BS CRIM,186962
2018,2,BS CRIM,160141
2018,2,BS CRIM,187559
2018,2,BS CRIM,188051
2018,2,BS CRIM,182551
2018,2,BS CRIM,189792
2018,2,BS CRIM,130531
2018,2,BS CRIM,189162
2018,2,BS CRIM,186124
2018,2,BS CRIM,186832
2018,2,BS CRIM,182984
2018,2,BS CRIM,187466
2018,2,BS CRIM,182311
2018,2,BS CRIM,183503
2018,2,BS CRIM,182701
2018,2,BS CRIM,183234
2018,2,BS CRIM,181689
2018,2,BS CRIM,181492
2018,2,BS CRIM,188339
2018,2,BS CRIM,189733
2018,2,BS CRIM,183677
2018,2,BS CRIM,186198
2018,2,BS CRIM,186154
2018,2,BS CRIM,187144
2018,2,BS CRIM,181664
2018,2,BS CRIM,184151
2018,2,BS CRIM,187334
2018,2,BS CRIM,184734
2018,2,BS CRIM,185775
2018,2,BS CRIM,180362
2018,2,BS CRIM,187436
2018,2,BS CRIM,180538
2018,2,BS CRIM,182952
2018,2,BS CRIM,187365
2018,2,BS CRIM,186321
2018,2,BS CRIM,181480
2018,2,BS CRIM,186152
2018,2,BS CRIM,181997
2018,2,BS CRIM,181319
2018,2,BS CRIM,180810
2018,2,BS CRIM,189026
2018,2,BS CRIM,183010
2018,2,BS CRIM,184666
2018,2,BS CRIM,188687
2018,2,BS CRIM,188942
2018,2,BS CRIM,188879
2018,2,BS CRIM,185115
2018,2,BS CRIM,187550
2018,2,BS CRIM,188001
2018,2,BS CRIM,186969
2018,2,BS CRIM,182283
2018,2,BS CRIM,180807
2018,2,BS CRIM,188181
2018,2,BS CRIM,188882
2018,2,BS CRIM,180769
2018,2,BS CRIM,182276
2018,2,BS CRIM,182300
2018,2,BS CRIM,183500
2018,2,BS CRIM,184637
2018,2,BS CRIM,183200
2018,2,BS CRIM,181203
2018,2,BS CRIM,180858
2018,2,BS CRIM,187077
2018,2,BS CRIM,189233
2018,2,BS CRIM,180678
2018,2,BS CRIM,188336
2018,2,BS CRIM,187035
2018,2,BS CRIM,187681
2018,2,BS CRIM,182268
2018,2,BS CRIM,189913
2018,2,BS CRIM,181445
2018,2,BS CRIM,182804
2018,2,BS CRIM,186212
2018,2,BS CRIM,186294
2018,2,BS CRIM,183916
2018,2,BS CRIM,182465
2018,2,BS CRIM,184339
2018,2,BS CRIM,189817
2018,2,BS CRIM,183882
2018,2,BS CRIM,180159
2018,2,BS CRIM,147106
2018,2,BS CRIM,188400
2018,2,BS CRIM,185797
2018,2,BS CRIM,187587
2018,2,BS CRIM,182243
2018,2,BS CRIM,187554
2018,2,BS CRIM,181552
2018,2,BS CRIM,182035
2018,2,BS CRIM,185034
2018,2,BS CRIM,182336
2018,2,BS CRIM,186442
2018,2,BS CRIM,189110
2018,2,BS CRIM,188118
2018,2,BS CRIM,184431
2018,2,BS CRIM,182533
2018,2,BS CRIM,187603
2018,2,BS CRIM,181113
2018,2,BS CRIM,189292
2018,2,BS CRIM,189343
2018,2,BS CRIM,184365
2018,2,BS CRIM,185997
2018,2,BS CRIM,183081
2018,2,BS CRIM,188394
2018,2,BS CRIM,182371
2018,2,BS CRIM,180989
2018,2,BS CRIM,183072
2018,2,BS CRIM,188455
2018,2,BS CRIM,184405
2018,2,BS CRIM,184333
2018,2,BS CRIM,189091
2018,2,BS CRIM,187824
2018,2,BS CRIM,182955
2018,2,BS CRIM,187946
2018,2,BS CRIM,182034
2018,2,BS CRIM,181366
2018,2,BS CRIM,184192
2018,2,BS CRIM,181938
2018,2,BS CRIM,182724
2018,2,BS CRIM,188112
2018,2,BS CRIM,181632
2018,2,BS CRIM,162892
2018,2,BS CRIM,189726
2018,2,BS CRIM,181023
2018,2,BS CRIM,182611
2018,2,BS CRIM,183310
2018,2,BS CRIM,187992
2018,2,BS CRIM,189881
2018,2,BS CRIM,189955
2018,2,BS CRIM,188796
2018,2,BS CRIM,183507
2018,2,BS CRIM,183780
2018,2,BS CRIM,180029
2018,2,BS CRIM,187268
2018,2,BS CRIM,180040
2018,2,BS CRIM,186955
2018,2,BS CRIM,184325
2018,2,BS CRIM,182681
2018,2,BS CRIM,180402
2018,2,BS CRIM,188631
2018,2,BS CRIM,186830
2018,2,BS CRIM,183168
2018,2,BS CRIM,183345
2018,2,BS CRIM,183106
2018,2,BS CRIM,182732
2018,2,BS CRIM,184044
2018,2,BS CRIM,184735
2018,2,BS CRIM,180939
2018,2,BS CRIM,188517
2018,2,BS CRIM,187046
2018,2,BS CRIM,189128
2018,2,BS CRIM,181926
2018,2,BS CRIM,151012
2018,2,BS CRIM,187093
2018,2,BS CRIM,186761
2018,2,BS CRIM,188904
2018,2,BS CRIM,184736
2018,2,BS CRIM,188648
2018,2,BS CRIM,182689
2018,2,BS CRIM,188871
2018,2,BS CRIM,183623
2018,2,BS CRIM,180809
2018,2,BS CRIM,187442
2018,2,BS CRIM,180602
2018,2,BS CRIM,184653
2018,2,BS CRIM,188433
2018,2,BS CRIM,110237
2018,2,BS CRIM,182161
2018,2,BS CRIM,183284
2018,2,BS CRIM,160710
2018,2,BS CRIM,181747
2018,2,BS CRIM,180229
2018,2,BS CRIM,184284
2018,2,BS CRIM,188463
2018,2,BS CRIM,182284
2018,2,BS CRIM,183790
2018,2,BS CRIM,189731
2018,2,BS CRIM,184492
2018,2,BS CRIM,189106
2018,2,BS CRIM,188488
2018,2,BS CRIM,185947
2018,2,BS CRIM,182342
2018,2,BS CRIM,185781
2018,2,BS CRIM,187596
2018,2,BS CRIM,181134
2018,2,BS CRIM,180731
2018,2,BS CRIM,189565
2018,2,BS CRIM,181637
2018,2,BS CRIM,187947
2018,2,BS CRIM,189260
2018,2,BS CRIM,183770
2018,2,BS CRIM,184342
2018,2,BS CRIM,189840
2018,2,BS CRIM,181246
2018,2,BS CRIM,188876
2018,2,BS CRIM,165347
2018,2,BS CRIM,187583
2018,2,BS CRIM,181889
2018,2,BS CRIM,152839
2018,2,BS CRIM,182112
2018,2,BS CRIM,183577
2018,2,BS CRIM,182964
2018,2,BS CRIM,186548
2018,2,BS CRIM,182098
2018,2,BS CRIM,186953
2018,2,BS CRIM,187243
2018,2,BS CRIM,180037
2018,2,BS CRIM,182395
2018,2,BS CRIM,182066
2018,2,BS CRIM,159616
2018,2,BS CRIM,185824
2018,2,BS CRIM,150291
2018,2,BS CRIM,150672
2018,2,BS CRIM,171259
2018,2,BS CRIM,157808
2018,2,BS CRIM,162421
2018,2,BS CRIM,154118
2018,2,BS CRIM,183318
2018,2,BS CRIM,151865
2018,2,BS CRIM,168159
2018,2,BS CRIM,170491
2018,2,BS CRIM,152109
2018,2,BS CRIM,158696
2018,2,BS CRIM,152622
2018,2,BS CRIM,130475
2018,2,BS CRIM,130758
2018,2,BS CRIM,140136
2018,2,BS CRIM,157575
2018,2,BS CRIM,166730
2018,2,BS CRIM,151542
2018,2,BS CRIM,142196
2018,2,BS CRIM,168596
2018,2,BS CRIM,189559
2018,2,BS CRIM,80383
2018,2,BS CRIM,150738
2018,2,BS CRIM,100119
2018,2,BS CRIM,151317
2018,2,BS CRIM,130032
2018,2,BS CRIM,161070
2018,2,BS CRIM,100152
2018,2,BS CRIM,161246
2018,2,BS CRIM,163808
2018,2,BS CRIM,180572
2018,2,BS CRIM,150312
2018,2,BS CRIM,156385
2018,2,BS CRIM,130921
2018,2,BS CRIM,151405
2018,2,BS CRIM,158225
2018,2,BS CRIM,150690
2018,2,BS CRIM,159545
2018,2,BS CRIM,80354
2018,2,BS CRIM,153456
2018,2,BS CRIM,154752
2018,2,BS CRIM,157970
2018,2,BS CRIM,150204
2018,2,BS CRIM,150081
2018,2,BS CRIM,144818
2018,2,BS CRIM,154656
2018,2,BS CRIM,144065
2018,2,BS CRIM,130451
2018,2,BS CRIM,145651
2018,2,BS CRIM,120606
2018,2,BS CRIM,150090
2018,2,BS CRIM,144383
2018,2,BS CRIM,159836
2018,2,BS CRIM,159271
2018,2,BS CRIM,90353
2018,2,BS CRIM,150050
2018,2,BS CRIM,142423
2018,2,BS CRIM,149814
2018,2,BS CRIM,151983
2018,2,BS CRIM,156648
2018,2,BS CRIM,110668
2018,2,BS CRIM,120788
2018,2,BS CRIM,130756
2018,2,BS CRIM,90008
2018,2,BS CRIM,140901
2018,2,BS CRIM,145041
2018,2,BS CRIM,150564
2018,2,BS CRIM,140715
2018,2,BS CRIM,150359
2018,2,BS CRIM,159736
2018,2,BS CRIM,142490
2018,2,BS CRIM,110068
2018,2,BS CRIM,151278
2018,2,BS CRIM,150773
2018,2,BS CRIM,177799
2018,2,BS CRIM,158942
2018,2,BS CRIM,157626
2018,2,BS CRIM,172920
2018,2,BS CRIM,155406
2018,2,BS CRIM,157234
2018,2,BS CRIM,152575
2018,2,BS CRIM,153342
2018,2,BS CRIM,154961
2018,2,BS CRIM,100669
2018,2,BS CRIM,146386
2018,2,BS CRIM,149990
2018,2,BS CRIM,148763
2018,2,BS CRIM,157620
2018,2,BS CRIM,157265
2018,2,BS CRIM,158626
2018,2,BS CRIM,159734
2018,2,BS CRIM,154575
2018,2,BS CRIM,156274
2018,2,BS CRIM,130682
2018,2,BS CRIM,154225
2018,2,BS CRIM,158712
2018,2,BS CRIM,146045
2018,2,BS CRIM,150186
2018,2,BS CRIM,157602
2018,2,BS CRIM,155644
2018,2,BS CRIM,157828
2018,2,BS CRIM,157381
2018,2,BS CRIM,150611
2018,2,BS CRIM,153907
2018,2,BS CRIM,130609
2018,2,BSBA-HRDM,155659
2018,2,BSBA-HRDM,169461
2018,2,BSBA-HRDM,160068
2018,2,BSBA-HRDM,158576
2018,2,BSBA-HRDM,165806
2018,2,BSBA-HRDM,150760
2018,2,BSBA-HRDM,168143
2018,2,BSBA-HRDM,154450
2018,2,BSBA-HRDM,168226
2018,2,BSBA-HRDM,166540
2018,2,BSBA-HRDM,146358
2018,2,BSBA-HRDM,144404
2018,2,BSBA-HRDM,143356
2018,2,BSBA-HRDM,169620
2018,2,BSBA-HRDM,165411
2018,2,BSBA-HRDM,151844
2018,2,BSBA-HRDM,164205
2018,2,BSBA-HRDM,168260
2018,2,BSBA-HRDM,166917
2018,2,BSBA-HRDM,151185
2018,2,BSBA-HRDM,167517
2018,2,BSBA-HRDM,155514
2018,2,BSBA-HRDM,153540
2018,2,BSBA-HRDM,166898
2018,2,BSBA-HRDM,120043
2018,2,BSBA-HRDM,90184
2018,2,BSBA-HRDM,158971
2018,2,BSBA-HRDM,130597
2018,2,BSBA-HRDM,154922
2018,2,BSBA-HRDM,166826
2018,2,BSBA-HRDM,152082
2018,2,BSBA-HRDM,169076
2018,2,BSBA-HRDM,163591
2018,2,BSBA-HRDM,140064
2018,2,BSBA-HRDM,145141
2018,2,BSBA-HRDM,161975
2018,2,BSBA-HRDM,152081
2018,2,BSBA-HRDM,130579
2018,2,BSBA-HRDM,154735
2018,2,BSBA-HRDM,161949
2018,2,BSBA-HRDM,150734
2018,2,BSBA-HRDM,151438
2018,2,BSBA-HRDM,152348
2018,2,BSBA-HRDM,151169
2018,2,BSBA-HRDM,154051
2018,2,BSBA-HRDM,143748
2018,2,BSBA-HRDM,151582
2018,2,BSBA-HRDM,156069
2018,2,BSBA-HRDM,151152
2018,2,BSBA-HRDM,156611
2018,2,BSBA-HRDM,154987
2018,2,BSBA-HRDM,150343
2018,2,BSBA-HRDM,151763
2018,2,BSBA-HRDM,159783
2018,2,BSBA-HRDM,153500
2018,2,BSBA-HRDM,130074
2018,2,BSBA-HRDM,100458
2018,2,BSBA-HRDM,150850
2018,2,BSBA-HRDM,156356
2018,2,BSBA-HRDM,159146
2018,2,BSBA-HRDM,158783
2018,2,BSBA-HRDM,157721
2018,2,BSBA-HRDM,152596
2018,2,BSBA-HRDM,158741
2018,2,BSBA-HRDM,150893
2018,2,BSBA-HRDM,159509
2018,2,BSBA-HRDM,154976
2018,2,BSBA-HRDM,157325
2018,2,BSBA-HRDM,154578
2018,2,BSBA-HRDM,130053
2018,2,BSBA-HRDM,159116
2018,2,BSBA-HRDM,159619
2018,2,BSBA-HRDM,158543
2018,2,BSBA-HRDM,154024
2018,2,BSBA-HRDM,152862
2018,2,BSBA-HRDM,155854
2018,2,BSBA-HRDM,152976
2018,2,BSBA-HRDM,154743
2018,2,BSBA-HRDM,157669
2018,2,BSBA-HRDM,158004
2018,2,BSBA-HRDM,157558
2018,2,BSBA-HRDM,155071
2018,2,BSBA-HRDM,151448
2018,2,BSBA-HRDM,158548
2018,2,BSBA-HRDM,156293
2018,2,BSBA-HRDM,151328
2018,2,BSBA-HRDM,159222
2018,2,BSBA-HRDM,156656
2018,2,BSBA-HRDM,146330
2018,2,BSBA-HRDM,151778
2018,2,BSBA-HRDM,155257
2018,2,BSBA-HRDM,150032
2018,2,BSBA-HRDM,100305
2018,2,BSBA-HRDM,156543
2018,2,BSBA-HRDM,159480
2018,2,BSBA-HRDM,156045
2018,2,BSBA-HRDM,145397
2018,2,BSBA-HRDM,150814
2018,2,BSBA-HRDM,152856
2018,2,BSBA-HRDM,159855
2018,2,BSBA-HRDM,152356
2018,2,BSBA-HRDM,152269
2018,2,BSBA-HRDM,156257
2018,2,BSBA-HRDM,154205
2018,2,BSBA-HRDM,158428
2018,2,BSBA-HRDM,159861
2018,2,BSBA-HRDM,155278
2018,2,BSBA-HRDM,157858
2018,2,BSBA-HRDM,151461
2018,2,BSBA-HRDM,156227
2018,2,BSBA-HRDM,152235
2018,2,BSBA-HRDM,159140
2018,2,BSBA-HRDM,157619
2018,2,BSBA-HRDM,157696
2018,2,BSBA-HRDM,152268
2018,2,BSBA-HRDM,158701
2018,2,BSBA-HRDM,154397
2018,2,BSBA-HRDM,158619
2018,2,BSBA-HRDM,157913
2018,2,BSBA-HRDM,150159
2018,2,BSBA-HRDM,149303
2018,2,BSBA-HRDM,151244
2018,2,BSBA-HRDM,150475
2018,2,BSBA-HRDM,156526
2018,2,BSBA-HRDM,149312
2018,2,BSBA-HRDM,90101
2018,2,BSBA-HRDM,153491
2018,2,BSBA-HRDM,153263
2018,2,BSBA-HRDM,146950
2018,2,BSBA-HRDM,152358
2018,2,BSBA-HRDM,157288
2018,2,BSBA-HRM,183307
2018,2,BSBA-HRM,157386
2018,2,BSBA-HRM,189132
2018,2,BSBA-HRM,183866
2018,2,BSBA-HRM,181806
2018,2,BSBA-HRM,181548
2018,2,BSBA-HRM,189270
2018,2,BSBA-HRM,180479
2018,2,BSBA-HRM,188916
2018,2,BSBA-HRM,180848
2018,2,BSBA-HRM,182895
2018,2,BSBA-HRM,181304
2018,2,BSBA-HRM,157246
2018,2,BSBA-HRM,184677
2018,2,BSBA-HRM,185593
2018,2,BSBA-HRM,180115
2018,2,BSBA-HRM,182484
2018,2,BSBA-HRM,185827
2018,2,BSBA-HRM,188959
2018,2,BSBA-HRM,180487
2018,2,BSBA-HRM,181352
2018,2,BSBA-HRM,185493
2018,2,BSBA-HRM,181585
2018,2,BSBA-HRM,181565
2018,2,BSBA-HRM,182705
2018,2,BSBA-HRM,180327
2018,2,BSBA-HRM,186376
2018,2,BSBA-HRM,189407
2018,2,BSBA-HRM,189053
2018,2,BSBA-HRM,186560
2018,2,BSBA-HRM,186707
2018,2,BSBA-HRM,181916
2018,2,BSBA-HRM,183545
2018,2,BSBA-HRM,183682
2018,2,BSBA-HRM,110544
2018,2,BSBA-HRM,153326
2018,2,BSBA-HRM,181668
2018,2,BSBA-HRM,184207
2018,2,BSBA-HRM,182807
2018,2,BSBA-HRM,189998
2018,2,BSBA-HRM,184642
2018,2,BSBA-HRM,181782
2018,2,BSBA-HRM,183775
2018,2,BSBA-HRM,183486
2018,2,BSBA-HRM,188154
2018,2,BSBA-HRM,156437
2018,2,BSBA-HRM,180964
2018,2,BSBA-HRM,188388
2018,2,BSBA-HRM,185359
2018,2,BSBA-HRM,184596
2018,2,BSBA-HRM,181021
2018,2,BSBA-HRM,180332
2018,2,BSBA-HRM,189181
2018,2,BSBA-HRM,130516
2018,2,BSBA-HRM,183947
2018,2,BSBA-HRM,167316
2018,2,BSBA-HRM,187026
2018,2,BSBA-HRM,180237
2018,2,BSBA-HRM,184123
2018,2,BSBA-HRM,153080
